k,x1,x2,f(x),||grad f||
108,0.9657796757900106,0.9327210063538588,0.0011710393796278541,0.07368062279118845
109,0.9659062747347658,0.9327246687816709,0.0011686452488832374,0.06484577768546398
110,0.9658506014744702,0.9328224276841404,0.0011663835300031787,0.0576001477379067
111,0.9659500745618969,0.9328399888890058,0.001164217978820752,0.0517178066626682
112,0.9659173932274568,0.9329257535988216,0.0011621233247359416,0.04699160174773012
113,0.9660770248932034,0.9329809543335903,0.0011612570092550507,0.04324005193993296
114,0.9659651011452455,0.9331074635886343,0.00115841001177196,0.08648332778200689
115,0.9661123032051325,0.9331000858706304,0.0011558232458711761,0.07546205609239019
116,0.9660387014748739,0.9332066860791053,0.001153427814271013,0.06632489015193992
117,0.9661531841615911,0.9332160949338534,0.0011511708954887795,0.05881276072953737
118,0.9661073541191004,0.9333082356884347,0.0011490159721337762,0.052689530313141095
119,0.9661980959678634,0.9333297919363153,0.0011469355086081137,0.04775276342673985
120,0.9661466965069604,0.9334930487453851,0.0011463335560350704,0.04381617079076994
121,0.9663194005931763,0.933472107505513,0.001143447479713502,0.08907216326080146
122,0.9662236716676598,0.9335897154966234,0.0011408405902569166,0.07764132962184683
123,0.9663567667524876,0.9335891171350258,0.0011384352672652567,0.0681453720891889
124,0.9662947002360477,0.933689227882407,0.0011361784197274857,0.060308328091159914
125,0.9663990185773813,0.9337033762503235,0.0011340295335627209,0.05389999029780332
126,0.9663613890055356,0.93379075392884,0.0011319603942253414,0.048709591325180455
127,0.9664447886725598,0.9338155899569135,0.0011299497914114551,0.044553805634017424
128,0.9664050159797152,0.9339717927658473,0.001128732763067214,0.041263820895838695
129,0.9665612655964986,0.9339588482912013,0.0011260918782561356,0.08027386439276103
130,0.96647906709059,0.9340689388616324,0.0011236694509025196,0.07034464140762531
131,0.9666003070028034,0.9340739577142358,0.0011214053720701232,0.06212799901039034
132,0.9665478788357159,0.934168565442235,0.0011192581930739704,0.05537969346586824
133,0.9666436371793913,0.9341866266295736,0.001117196402237834,0.04989273018353951
134,0.9666128573971011,0.9342699448599756,0.0011151979105474253,0.045476791459050626
135,0.9667672594603103,0.9343250005048295,0.0011142704654820595,0.04196457787129482
136,0.966659965016824,0.9344476307624738,0.0011115839916661383,0.08342659045853079
137,0.9668023906181319,0.9344413249827291,0.001109132286241012,0.07299334382010074
138,0.9667315044741023,0.9345450505773407,0.0011068540565756443,0.06432449070562767
139,0.9668427659946062,0.9345547190013331,0.0011047020686369132,0.057180577115580916
140,0.9667983943641512,0.9346446467961642,0.0011026435169949503,0.051342776599598246
141,0.9668869323223982,0.9346659313855925,0.0011006535349266898,0.04662294546186143
142,0.966836815792704,0.934825625534206,0.0011000692411394573,0.0428476153482277
143,0.9670057861512726,0.9348052360177876,0.0010973179592061295,0.08714040620738629
144,0.966911839609557,0.9349204525928865,0.0010948267371107166,0.07611567006148719
145,0.9670425610115349,0.9349196920398596,0.0010925241864103887,0.06693049060054701
146,0.9669811995029994,0.935017982183566,0.0010903613040173855,0.05932616948521677
147,0.9670839966589886,0.9350315204682119,0.0010883004658847376,0.053086624215900075
148,0.9670464054943347,0.9351174330173176,0.0010863153727344744,0.04801364935525128
149,0.9671288048988836,0.9351413851119253,0.0010843861361644635,0.04393474567492519
150,0.9670883094398971,0.9352950883566266,0.0010833039146490022,0.040690770885862024
151,0.9672435337345962,0.9352813031608029,0.001080756260221719,0.07978762852698475
152,0.9671608484365546,0.9353901900321255,0.0010784197095333363,0.07000223316365436
153,0.9672816333568508,0.9353940637494657,0.001076236860171294,0.06187367511725906
154,0.9672283050483073,0.935487694405728,0.0010741680282688787,0.055169296697157394
155,0.967323902461683,0.9355044520935769,0.001072182834577667,0.049692193026818716
156,0.9672920255742792,0.9355869052889373,0.0010702599210534243,0.04526110515936302
157,0.9674463575493691,0.9356392157972613,0.0010695515000490252,0.04171680659982801
158,0.9673367687543465,0.9357615747575271,0.0010669314100826654,0.0841012315138158
159,0.967480343663397,0.9357533128147821,0.001064545384894132,0.07363196270789522
160,0.9674071485553054,0.9358567903773847,0.0010623331720621264,0.06489512608120092
161,0.9675194992739983,0.9358645250252449,0.0010602479536639612,0.05765972232471905
162,0.9674729359254535,0.9359541564510899,0.001058257157827089,0.051714377264599085
163,0.9675624104888689,0.93597358039528,0.0010563359069666225,0.04687803080327142
164,0.9675353395384898,0.9360530482842451,0.0010544666196972646,0.04298355642437857
165,0.9676807494017547,0.9361089740433198,0.0010533583475106324,0.03988322162756303
166,0.9675824199086022,0.936225012605594,0.0010509080983718369,0.07787389921676838
167,0.9677160609806822,0.9362213902269192,0.0010486528319514417,0.06844935980047574
168,0.9676509067437318,0.9363202122788912,0.0010465425991670189,0.06060417620400405
169,0.9677560538545926,0.9363311751863423,0.0010445387013586543,0.05412714316429778
170,0.9677152165946258,0.9364173488526981,0.0010426140622020485,0.04882446221400883
171,0.967799451474296,0.9364389861871064,0.0010407480379005741,0.04452837005666992
172,0.9677534318944968,0.9365927300049516,0.0010400529852103138,0.04108378355977128
173,0.967914192637955,0.936574751465352,0.0010375154548452159,0.08282261857927344
174,0.9678254275895868,0.9366853502327864,0.0010352031599272788,0.0726089676055414
175,0.9679505741421468,0.9366856268172318,0.001033055403817771,0.06407519139695363
176,0.9678922444145741,0.936780426491013,0.0010310302609696958,0.05698938413796153
177,0.9679912219842024,0.9367940867671336,0.001029095323158458,0.051156877669496705
178,0.9679552376857906,0.9368772582793742,0.0010272277990856014,0.04639852981092235
179,0.9680349762024866,0.9369007285465544,0.0010254103346966862,0.04255790224622672
180,0.9679958252736749,0.9370499368315499,0.0010243829297227195,0.03949036080386655
181,0.9681465684027383,0.9370366481267502,0.0010219922404578277,0.07747979567601952
182,0.9680659229251939,0.9371425581983314,0.0010197935104267624,0.06815686674889201
183,0.9681838035426669,0.9371461023118767,0.00101773543817418,0.060382148003052964
184,0.9681312595483668,0.9372374207222159,0.00101578238903492,0.05394236109769333
185,0.9682249519275037,0.9372533250161578,0.0010139068651929485,0.04865672732767201
186,0.9681930736225851,0.9373338845938372,0.0010120894390771888,0.04435844572348438
187,0.9683448318290981,0.9373838402320491,0.001011528256379922,0.04090085252119671
188,0.9682355728583748,0.9375041031609848,0.0010090363290218352,0.08319124789956057
189,0.9683777908907301,0.937494736515438,0.0010067662619577505,0.07297338761809359
190,0.9683040010775792,0.9375966151775367,0.001004662022385506,0.06440666614032149
191,0.9684156921280496,0.9376028742889866,0.0010026796512489094,0.057275541379267526
192,0.9683680230659589,0.9376911861916674,0.001000788461428766,0.0513822844986968
193,0.9684572069698301,0.9377089369358104,0.0009989648020290573,0.046557828706413965
194,0.9684287781628106,0.9377872278717455,0.0009971918935191416,0.04264584348217356
195,0.9685739392639355,0.9378396267015648,0.0009963499635491277,0.03950817623104585
196,0.9684728287611164,0.9379551927639449,0.0009939867772723392,0.07861967740611153
197,0.9686077643923008,0.9379491096719972,0.0009918173927053319,0.06915721156940771
198,0.9685397777114165,0.9380475048161587,0.0009897930938505427,0.06123441481180637
199,0.9686461766421995,0.9380560189540967,0.0009878757246209926,0.05465038933493256
200,0.9686026231020578,0.9381417207390399,0.000986038529622165,0.04922050373295932
201,0.9686879470749025,0.9381609866535505,0.0009842609048162996,0.04478567869159532
202,0.96866241972099,0.9382372960889562,0.000982528176847028,0.041198587462283
203,0.9688019217646443,0.9382916611598681,0.000981471250760473,0.03832857880241406
204,0.9687076991584758,0.9384031855563524,0.0009792154521335455,0.07475128201190225
205,0.9688364274322173,0.9383998343268819,0.000977131071837451,0.06593120677598859
206,0.9687733327957029,0.9384952205740461,0.0009751752336744034,0.05855513983826008
207,0.9688752176664511,0.9385055915748459,0.000973314393313975,0.05243461104041031
208,0.9688351209493585,0.9385890274472549,0.0009715249348156058,0.04739607956211802
209,0.9689171485244022,0.9386095212510452,0.0009697886796308724,0.04328904458197253
210,0.9688709440318789,0.9387586770741807,0.0009692463312113681,0.03997398374540045
211,0.9690287011430083,0.9387400165722446,0.0009668724998217802,0.08133474209324512
212,0.968940276383439,0.938848066207659,0.0009647072190674682,0.07148528858191497
213,0.9690637282918632,0.9388469697195169,0.00096269542149978,0.06320987022334018
214,0.9690047362465829,0.9389397586927236,0.0009607989138521607,0.05629638476269394
215,0.96910278235951,0.938951641573812,0.0009589878354689882,0.05056694878333286
216,0.9690655705204124,0.9390331107937854,0.0009572410882395373,0.045857467350207216
217,0.969144791936956,0.9390545831274835,0.0009555424332657328,0.04202485880257275
218,0.9691026087020554,0.9392007117298603,0.0009548156248053852,0.038936408125270605
219,0.9692542262588443,0.9391847564420747,0.0009525386318488408,0.07805683861157589
220,0.9691706331046701,0.9392898340508857,0.0009504502173674009,0.06874754867857961
221,0.9692896353190376,0.9392905692155815,0.0009485009173485824,0.060930296409020174
222,0.9692340442425382,0.9393811269973515,0.0009466562956664905,0.05440485986873303
223,0.969328852904086,0.9393942150916464,0.0009448894358011356,0.04900238700904104
224,0.969294016270595,0.9394739846153592,0.0009431812588199908,0.04456685154380537
225,0.9693708693105674,0.9394962132726331,0.0009415170767735002,0.04096160943140382
226,0.9693319666227792,0.939639704675205,0.0009406524792478717,0.038059892649925146
227,0.969478452940707,0.9396259378164471,0.0009384571872435039,0.07533148363373138
228,0.9693988339920309,0.9397284897304548,0.0009364345078249428,0.06647343945339859
229,0.9695141213952613,0.9397306809861791,0.0009345394517254579,0.05903781162760492
230,0.9694613070068058,0.9398193335637752,0.0009327405948751284,0.0528344287310796
231,0.969553414309049,0.9398333539620444,0.0009310133717062909,0.04770215467786615
232,0.9695204981340068,0.9399116622574701,0.0009293403200743538,0.043491872207247234
233,0.969595374272606,0.9399344489936196,0.0009277079899236747,0.040072534526408826
234,0.9695590893793603,0.9400756527570691,0.0009267440572231071,0.03732256677227275
235,0.9697013481076556,0.9400636117574852,0.0009246179754400081,0.07309691049349182
236,0.9696249340914934,0.9401640386185475,0.0009226518101414723,0.0646107815940094
237,0.9697371673261338,0.9401673488503387,0.0009208041325289476,0.0574884046756029
238,0.9696865678190593,0.9402543898047822,0.0009190459228680477,0.05154809761868741
239,0.9697764572392314,0.9402690968375653,0.0009173544838716072,0.04663531608539008
240,0.9697450510218777,0.9403461594070612,0.0009157136409228216,0.04260686102367254
241,0.9698915579396888,0.9403924911057823,0.0009153476829251775,0.039336549885487335
242,0.9697840154927507,0.9405085626123817,0.0009130814872987047,0.0810157655825433
243,0.9699229015140715,0.940497810304906,0.0009110137710009198,0.07132242521271935
244,0.9698489633344854,0.9405964917801283,0.0009090960788365876,0.06313374808636346
245,0.9699587699504199,0.940600601116397,0.0009072897658404487,0.05626034262343533
246,0.9699098506832288,0.940686309822387,0.0009055676968816509,0.050527622120549565
247,0.9699979833973525,0.9407014694434714,0.000903908630498002,0.04578662709525478
248,0.969967694861857,0.9407774922370101,0.0009022973966360681,0.04189918619887655
249,0.9701116350575947,0.9408242397671776,0.0009018609016981138,0.038743307202061365
250,0.9700068185131102,0.9409384369183268,0.0008996544848537905,0.0793641245124149
251,0.9701430831748531,0.9409285896697327,0.0008976361879999391,0.06994944364415562
252,0.9700709793914672,0.9410258600456223,0.000895760305016665,0.06199320357640398
253,0.9701789126733029,0.941030487003395,0.0008939903473427611,0.05531259499971388
254,0.9701312018553341,0.9411151102817377,0.0008923006423837802,0.049738952467121046
255,0.9702179857933995,0.9411305159581195,0.0008906710697367165,0.045128049362592425
256,0.9701884677046649,0.9412056815826826,0.0008890872332441495,0.0413459851126942
257,0.9703304435031522,0.9412525419611537,0.0008886131734766517,0.038274373642793506
258,0.9702275400721565,0.9413652871282906,0.0008864560504026394,0.07815439563149801
259,0.9703618846832762,0.9413559872791412,0.000884479321899481,0.06894904936287026
260,0.9702910155525387,0.9414521591412266,0.0008826393712032035,0.0611651682450746
261,0.9703975940186796,0.9414570402821447,0.0008809013285006456,0.054625373295389155
262,0.9703506487659821,0.9415408098896046,0.0008792406203123976,0.049165875067817756
263,0.9704364677969067,0.9415562675735725,0.0008776379586239762,0.04464641779814372
264,0.9704073928724021,0.941630748220668,0.0008760795214210994,0.04093669105329682
265,0.970547973445449,0.9416774356587496,0.0008755976419557444,0.03792138152608932
266,0.9704462143374161,0.9417891282760614,0.0008734804118917066,0.07736141565371454
267,0.9705793037646265,0.9417800371220617,0.0008715381805371144,0.06830057876548601
268,0.9705090996275263,0.9418754073463451,0.0008697288425655009,0.060632778375178165
269,0.9706148169520823,0.9418802921563009,0.0008680186747493988,0.05418502090874092
270,0.9705682148072337,0.9419634291604506,0.0008663838823255759,0.04879744485431773
271,0.9706534359900542,0.9419787535485951,0.0008648057543755289,0.044333071164988275
272,0.9706244906977003,0.942052714193401,0.0008632708657299323,0.04066455666230186
273,0.9707642226789611,0.9420989546221269,0.0008628088566329611,0.03767916833722421
274,0.9706628687017242,0.9422099786109397,0.0008607228458518952,0.07696869756869125
275,0.9707953437013753,0.9422007700427057,0.000858808556879211,0.06799086888292558
276,0.9707252544189164,0.9422956252417548,0.0008570248763336904,0.06038565486551158
277,0.9708305884863586,0.9423002714624248,0.000855338801130204,0.05398348216835654
278,0.9707839196551797,0.9423829902430282,0.0008537270250463465,0.04862753920213558
279,0.9708688998984821,0.9423980013438275,0.0008521711818976023,0.04418347867593215
280,0.9708397787422292,0.9424716026900234,0.0008506580815308932,0.04052634406734743
281,0.970979196039607,0.9425171287042711,0.0008502426113984029,0.0375455230887974
282,0.9708775242601893,0.9426278593439003,0.0008481795638396136,0.07696779584539212
283,0.9710100129399759,0.942618213941437,0.0008462869494413407,0.06801373014839426
284,0.9709394980407235,0.9427128355384117,0.0008445241660950314,0.060419465946646975
285,0.9710449194193096,0.9427170048029275,0.0008428585334424892,0.054017940783828704
286,0.9709977794806397,0.9427995168057111,0.0008412669630106174,0.048654561313187336
287,0.9710828718182035,0.9428140367082978,0.000839731215005798,0.044196999823757514
288,0.9710532719338166,0.9428874379701696,0.000838238181954022,0.04052213447231671
289,0.9711929050424918,0.9429319840351705,0.0008378958573875527,0.03752103974000744
290,0.9710901960980477,0.9430427944920862,0.0008358476535572331,0.07735790468608772
291,0.9712233248596684,0.9430323938927341,0.0008339705229458774,0.06836961980550021
292,0.971151844099084,0.9431270629781774,0.0008322239157755008,0.06073566387548242
293,0.9712578241900025,0.9431305166183626,0.0008305750912951681,0.05429061066963578
294,0.9712098070585309,0.9432130339745872,0.0008290009178061412,0.04888127843541358
295,0.971295366729666,0.9432268837214941,0.0008274830696185,0.04437676469267835
296,0.971264982629145,0.9433002453265809,0.0008260083737456325,0.04065524600121488
297,0.9713351751757807,0.9433218942152576,0.0008245665466789815,0.037609067896436414
298,0.9713009134633771,0.9434548069640912,0.0008237236660870342,0.035137959571114805
299,0.9714352851820629,0.9434433450620208,0.0008218560116684954,0.06904815747352454
300,0.9713623175028696,0.9435383326537142,0.0008201209794332182,0.06132666834423114
301,0.9714693120598821,0.9435408401579453,0.0008184854055219587,0.054796255066517245
302,0.9714200243021274,0.9436235683283184,0.0008169258685034818,0.04930438574694713
303,0.9715063963100573,0.9436365742997354,0.0008154237541292383,0.04472102107876284
304,0.9714749306859572,0.943710052335524,0.0008139656825725514,0.040925128334580195
305,0.9715457607619579,0.9437309463260558,0.0008125411789768777,0.03780993820088546
306,0.9715096603210644,0.9438639298639274,0.0008118077602960636,0.035275892635115
307,0.9716459289575784,0.94385107448628,0.0008099429535117224,0.0700793199612408
308,0.9715709077587665,0.9439466747884501,0.0008082144106020509,0.06221926729091927
309,0.9716794130697486,0.9439479849504593,0.000806588150228829,0.055558768925561705
310,0.9716284251516305,0.9440311477758936,0.000805040194189521,0.049945129798172234
311,0.9717159865905718,0.9440431199582155,0.0008035514176449718,0.04524857388252715
312,0.9716831135781725,0.9441168850509783,0.0008021080794195044,0.041348315647879615
313,0.9717548680777702,0.944136880426757,0.0008006993876825495,0.038138066059955185
314,0.9717164341611938,0.944270195431513,0.0008000997259209056,0.03551861059530873
315,0.9718552841372885,0.9442555989422289,0.0007982305934322496,0.07148292608953966
316,0.9717776150877729,0.9443521201779089,0.0007965030251102002,0.06343188268754782
317,0.971888152583825,0.9443519690090694,0.0007948818015155372,0.05659525090290315
318,0.971835012159314,0.9444358018699017,0.000793342104516472,0.050819329238799796
319,0.971924160735444,0.9444465397561487,0.0007918640602036112,0.045973981725365855
320,0.9718895358200319,0.9445207719690972,0.0007904334007273085,0.04193810160470606
321,0.9719625184380661,0.9445397164485425,0.0007890388814004909,0.038605464903620636
322,0.9719212259621308,0.9446736389484843,0.0007886004742496729,0.03587683095833601
323,0.9720633841094598,0.9446569321231902,0.00078671904601785,0.07328588662495812
324,0.9719824346944198,0.9447547018900437,0.0007849863164821506,0.06498918900557545
325,0.9720955600990434,0.9447528079308438,0.0007833653657267221,0.05792832407534883
326,0.9720397840000854,0.9448375618501521,0.000781830226787564,0.05194769271791368
327,0.9721309450472481,0.9448468508457695,0.0007803600129573907,0.04691613866162276
328,0.9720941989176181,0.9449217428272875,0.0007789397478394863,0.042711624722089496
329,0.9721687355368519,0.9449394728046305,0.0007775575827179406,0.03922755321057525
330,0.9721463775861319,0.9450068859103692,0.0007762048909049113,0.03636427433829148
331,0.9722702728318594,0.9450550839912042,0.0007754096763946247,0.03403268170066325
332,0.9721853537862395,0.9451544587729753,0.0007736647382439089,0.06692643317988123
333,0.9723016733586145,0.9451505147665301,0.0007720385857934361,0.059589845596908
334,0.9722427333787681,0.9452364636920894,0.000770503754150121,0.05335899577055519
335,0.972336372301629,0.945244068737296,0.0007690380416026772,0.04810098874252974
336,0.972297099954391,0.9453198313011226,0.0007676255561432369,0.043692183312448105
337,0.9723735481863649,0.9453361669568243,0.0007662536709677158,0.040025125800880135
338,0.9723491678402708,0.9454041944004636,0.0007649132031777657,0.03699934040837179
339,0.9724759924283943,0.9454500614310914,0.0007643047281250217,0.03452514808141238
340,0.9723863580109713,0.9455514264383177,0.0007625394588026631,0.0692794718135416
341,0.9725065284320242,0.9455450994100064,0.0007609017909503212,0.06161247552941381
342,0.9724438513191057,0.9456325402041085,0.0007593623660412258,0.055082998246267195
343,0.9725404736996225,0.9456382057370094,0.0007578973195854668,0.04955562986791875
344,0.9724982342621349,0.9457150679428206,0.0007564896075870701,0.04490438128954419
345,0.9725769836816243,0.9457298131381915,0.0007551256240239634,0.04102040939353455
346,0.9725502417372532,0.9457986319073536,0.0007537954890516116,0.03780195055316917
347,0.9726805965606053,0.9458418669041005,0.0007534081791188147,0.035158452200594804
348,0.9725854239873358,0.9459456465999578,0.0007516129860749537,0.0720957887797464
349,0.972710170411021,0.9459365686127187,0.0007499563442805967,0.06403906407083514
350,0.9726431220180077,0.9460258291628433,0.00074840654095736,0.05715840322864999
351,0.9727432875318022,0.9460292719933487,0.0007469376377238665,0.05131502787012217
352,0.9726975920383882,0.9461074874014853,0.0007455311617265972,0.0463797629381241
353,0.9727790749207438,0.9461204241810921,0.0007441722892349435,0.04224176988037531
354,0.9727495942195941,0.9461902305961569,0.0007428502776968002,0.038797464528360706
355,0.9728168708786376,0.9462103643689023,0.0007415566344918253,0.035955079817454334
356,0.9727825389528052,0.9463371611635909,0.0007408881114918678,0.03362880182060337
357,0.972912639467953,0.9463249373072921,0.0007392038239652676,0.06690483807766598
358,0.972840538158059,0.9464163696233886,0.0007376369165369913,0.05961770589243277
359,0.9729448490058656,0.9464172848813078,0.0007361588993548321,0.05340920991607548
360,0.9728951703719415,0.9464971264147995,0.0007347495527251802,0.04814607221918769
361,0.9729798530894219,0.9465080194297408,0.0007333925573372228,0.043714787917875954
362,0.9729472259300218,0.9465790253235581,0.0007320761164130062,0.040009347167102555
